"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10"
"0","Low","Medium",4,3,3,"0","1","0","0",4,"High",3,"0",3,"0",3,"0","Medium","0","Low",5,"Low",4,"0",3,2,"0","Medium",3,"High","0",5,"0",2,"High",3,"0","0","Medium",3,3,"1",2,"0",1,3,"0","1","1"
"0","Low","Low",0,1,3,"0","1","0","1",2,"High",1,"0",3,"0",2,"0","Medium","0","Low",5,"Low",0,"0",5,1,"1","High",5,"Medium","0",3,"0",5,"Medium",2,"0","0","High",0,1,"1",1,"0",1,5,"1","0","1"
"0","Medium","High",3,4,2,"0","0","1","1",4,"Low",0,"0",3,"1",2,"0","Medium","1","Low",4,"Low",5,"0",5,1,"1","High",5,"Medium","0",2,"0",3,"Medium",4,"0","0","Medium",4,1,"1",2,"1",1,5,"1","1","1"
"0","Low","Medium",3,3,2,"0","1","0","1",5,"Medium",5,"0",4,"0",4,"1","Low","1","Low",4,"Low",5,"0",4,1,"1","High",4,"Medium","1",4,"0",2,"High",4,"0","0","High",5,1,"1",2,"1",2,5,"1","1","1"
"0","High","Low",3,5,4,"0","1","0","1",5,"Low",5,"0",4,"1",4,"1","High","1","Low",3,"Medium",5,"1",5,1,"1","High",5,"High","0",5,"1",5,"Low",4,"0","1","High",0,2,"1",2,"1",1,4,"1","1","1"
"0","High","High",3,4,1,"0","0","1","1",4,"Medium",4,"0",2,"0",2,"0","Low","0","Low",0,"High",4,"0",4,1,"1","High",3,"High","1",3,"0",3,"Medium",3,"0","0","Low",1,4,"1",2,"1",1,3,"0","1","1"
"0","High","Low",5,1,5,"0","1","0","1",3,"High",5,"0",5,"1",3,"0","High","1","High",1,"Medium",2,"1",4,5,"0","Low",2,"Low","0",4,"0",1,"Low",4,"1","0","High",4,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",1,5,1,"1","0","1","0",2,"High",5,"0",5,"0",1,"0","High","0","Low",5,"Low",5,"0",5,1,"1","High",5,"High","0",5,"0",3,"Low",5,"0","1","High",1,3,"1",1,"0",1,4,"0","1","0"
"0","Medium","Medium",4,3,2,"0","1","0","0",4,"High",4,"0",4,"0",2,"0","Medium","1","High",3,"Low",4,"1",2,4,"0","Medium",3,"Low","1",3,"1",1,"High",3,"1","0","Low",4,1,"1",1,"1",1,4,"1","1","1"
"0","Medium","Low",5,1,2,"0","1","1","1",1,"High",4,"0",4,"1",3,"0","Low","1","Medium",2,"Medium",4,"1",3,2,"0","High",2,"Low","1",4,"1",2,"High",2,"0","1","High",4,2,"0",4,"0",2,4,"0","1","0"
"0","High","Medium",5,2,4,"0","1","0","1",5,"Medium",5,"0",3,"0",3,"0","Low","0","Low",4,"Low",4,"0",4,1,"1","High",3,"Medium","1",5,"0",3,"Medium",4,"0","1","High",2,3,"1",3,"1",2,4,"0","1","1"
"0","Low","Medium",3,3,3,"0","1","0","0",5,"High",3,"1",5,"1",3,"0","High","0","Low",3,"Low",3,"0",5,3,"1","High",5,"High","0",5,"0",5,"Low",5,"0","1","High",3,3,"0",3,"0",3,5,"0","1","0"
"0","High","Low",5,1,5,"0","0","1","1",5,"Medium",5,"0",4,"1",5,"1","High","1","High",4,"High",3,"1",2,4,"0","Medium",3,"Low","0",3,"0",3,"Low",5,"1","1","High",5,2,"1",3,"0",2,5,"1","0","0"
"1","Low","Medium",2,2,1,"1","0","1","0",3,"High",4,"1",1,"0",4,"0","High","1","Medium",4,"High",3,"1",2,4,"1","Low",3,"Low","1",3,"1",2,"High",1,"1","0","Low",3,2,"0",1,"1",2,3,"0","1","0"
"0","High","Medium",5,2,2,"0","1","0","1",4,"Low",4,"1",3,"1",5,"1","Medium","1","Medium",3,"Medium",4,"0",3,3,"0","High",4,"Medium","1",3,"1",1,"High",3,"0","0","Medium",3,3,"1",1,"0",2,3,"0","1","1"
"0","Low","High",2,4,2,"1","0","0","0",4,"High",4,"0",2,"1",2,"0","Low","0","High",4,"Medium",4,"0",3,2,"1","High",4,"Low","1",4,"1",1,"High",2,"1","1","High",5,1,"1",3,"1",1,5,"0","0","1"
"1","Low","High",1,4,0,"1","0","1","0",2,"Medium",5,"0",2,"0",4,"0","High","0","High",5,"Medium",4,"1",5,2,"0","Low",3,"High","0",5,"0",1,"Low",4,"0","0","High",4,2,"1",2,"1",1,5,"0","1","1"
"0","High","High",4,5,2,"1","1","0","0",5,"High",5,"0",2,"0",4,"1","Low","1","Low",4,"Low",4,"0",5,1,"1","High",4,"High","0",5,"0",4,"Low",4,"0","1","High",4,2,"1",1,"1",1,4,"0","1","1"
"0","Medium","Medium",4,4,3,"0","1","0","1",4,"Low",4,"0",3,"0",4,"1","High","0","Low",3,"Low",4,"1",3,2,"1","High",3,"High","0",4,"0",4,"Low",5,"0","1","High",3,3,"0",3,"0",3,4,"0","0","0"
"0","Medium","High",3,5,3,"0","0","0","0",5,"Medium",5,"0",5,"1",4,"0","Medium","0","Low",5,"Medium",5,"0",3,1,"0","High",2,"Low","1",4,"0",1,"High",3,"0","0","Low",3,1,"0",1,"0",2,4,"0","1","0"
"1","Medium","High",5,5,5,"0","0","0","1",3,"High",4,"1",3,"0",5,"1","High","0","High",3,"Low",2,"1",5,5,"0","Medium",2,"Medium","0",5,"0",3,"Medium",5,"0","1","High",3,2,"0",5,"0",2,3,"0","0","0"
"1","Medium","High",2,4,1,"1","0","0","0",4,"Low",5,"0",5,"1",5,"1","High","1","Low",5,"Low",5,"0",3,1,"1","High",5,"High","0",5,"0",2,"Low",4,"0","0","High",4,3,"1",2,"1",1,5,"0","1","1"
"1","High","Low",3,2,3,"0","1","0","0",1,"High",2,"0",1,"1",4,"1","High","1","Medium",4,"Low",3,"0",2,4,"1","Medium",5,"High","0",4,"0",1,"Low",5,"1","0","High",5,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",3,5,1,"1","1","1","0",4,"High",4,"0",2,"0",2,"0","High","1","High",5,"High",4,"0",3,3,"1","High",5,"High","0",4,"0",3,"High",5,"0","1","High",4,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",3,5,1,"1","0","1","0",2,"High",3,"0",3,"0",2,"0","Low","0","Low",5,"Low",5,"0",4,2,"1","High",5,"High","0",5,"0",2,"High",4,"0","1","High",4,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",2,4,4,"0","1","0","0",3,"High",5,"0",3,"0",4,"1","Medium","0","High",4,"Low",4,"0",3,3,"0","High",5,"High","0",5,"0",3,"High",2,"0","0","High",4,4,"1",3,"1",1,5,"1","1","1"
"0","Low","High",2,5,1,"1","0","0","0",2,"High",3,"1",1,"0",4,"0","Low","0","Low",5,"Low",5,"0",5,1,"1","High",5,"Medium","1",5,"0",2,"High",4,"0","1","High",3,2,"0",2,"0",1,4,"0","1","1"
"0","High","Medium",4,0,4,"1","1","0","1",4,"High",3,"1",3,"0",0,"0","High","0","High",3,"Low",4,"0",4,2,"1","Low",2,"High","0",3,"1",2,"High",3,"1","1","High",3,4,"0",1,"1",2,5,"0","1","1"
"0","High","Low",5,1,4,"0","1","0","1",4,"High",4,"0",1,"1",3,"0","Medium","0","Medium",2,"High",3,"0",4,3,"1","High",4,"Low","0",5,"1",1,"High",3,"0","1","Medium",5,1,"1",2,"0",2,4,"1","1","1"
"0","Medium","Low",3,2,1,"0","1","0","1",4,"Low",4,"0",4,"0",1,"0","Medium","0","Low",3,"Low",4,"0",4,3,"0","Medium",3,"High","0",4,"0",3,"Low",5,"0","1","High",4,2,"1",3,"0",1,3,"0","1","1"
"0","High","Low",4,2,4,"0","1","0","1",5,"Low",5,"0",2,"1",5,"1","High","1","Low",5,"Medium",5,"0",5,1,"1","High",4,"Medium","1",3,"1",2,"Medium",4,"1","0","High",3,2,"0",3,"0",3,3,"0","1","0"
"1","Low","High",1,5,1,"1","0","1","0",5,"Low",5,"1",4,"0",2,"0","High","0","Low",4,"High",5,"0",5,3,"1","High",4,"Medium","1",4,"1",2,"High",3,"0","1","Low",5,2,"0",2,"0",2,4,"0","1","1"
"0","High","Low",4,2,5,"0","1","0","1",5,"Low",5,"0",4,"1",5,"1","High","0","Low",3,"High",5,"0",4,3,"0","High",3,"Low","1",5,"1",2,"High",4,"1","1","High",2,3,"1",3,"0",3,4,"0","1","1"
"0","Low","Low",2,2,1,"0","0","0","1",1,"High",2,"0",1,"0",1,"0","Low","0","Low",3,"Low",4,"0",4,2,"1","High",4,"High","1",5,"0",4,"Low",3,"0","1","High",4,1,"1",1,"0",1,5,"0","1","1"
"0","Low","High",2,4,2,"0","1","1","0",3,"Medium",2,"1",1,"0",2,"0","Medium","0","Low",4,"Low",5,"0",5,2,"1","High",4,"High","0",4,"0",5,"Low",5,"0","1","High",4,1,"1",1,"1",1,4,"0","1","1"
"1","Low","High",1,5,1,"1","0","1","0",1,"Low",5,"1",1,"0",2,"0","Low","1","Low",5,"Low",5,"0",5,1,"1","High",5,"Medium","1",5,"0",2,"High",5,"1","0","High",4,1,"0",1,"1",1,5,"1","1","1"
"0","Low","High",2,4,1,"1","0","1","0",5,"Low",5,"0",3,"0",3,"0","High","0","Low",4,"High",5,"0",3,2,"1","High",5,"High","0",4,"0",2,"High",4,"0","1","High",4,3,"0",2,"1",2,4,"1","0","0"
"0","Low","Low",3,4,2,"1","0","1","0",3,"Medium",4,"0",5,"1",4,"1","High","1","Low",1,"Low",4,"1",5,5,"0","High",4,"Low","0",4,"1",2,"High",3,"1","0","High",4,2,"1",2,"0",2,4,"1","1","1"
"0","Low","High",1,4,2,"1","1","0","1",5,"Low",4,"0",2,"0",1,"0","Low","0","Medium",5,"Low",5,"0",5,1,"1","High",5,"High","0",5,"0",5,"Low",5,"0","1","High",5,1,"1",1,"1",1,4,"1","1","1"
"0","High","Medium",4,3,3,"0","1","0","1",4,"Medium",4,"0",3,"0",3,"1","Medium","1","Low",4,"Low",5,"0",4,2,"1","High",5,"High","0",3,"0",3,"Medium",4,"0","1","High",4,3,"0",2,"1",3,4,"1","0","1"
"0","Low","High",2,4,2,"0","0","0","1",3,"High",5,"0",2,"0",2,"0","Low","0","Low",5,"Low",5,"0",4,2,"1","High",5,"Low","0",5,"0",1,"High",4,"0","0","High",5,1,"1",1,"0",1,4,"1","1","1"
"0","Medium","High",4,3,2,"0","1","0","1",4,"Medium",5,"1",2,"0",2,"0","Low","0","Low",4,"Low",4,"0",4,2,"1","Medium",3,"High","0",3,"0",2,"Medium",4,"0","1","High",3,4,"0",3,"1",3,3,"0","1","1"
"0","Low","Medium",2,4,1,"1","0","1","0",4,"High",4,"0",4,"1",4,"0","Low","0","Low",4,"Low",5,"0",4,2,"1","High",4,"Low","1",3,"1",1,"High",4,"1","0","Low",4,1,"1",1,"1",1,4,"0","0","1"
"0","High","Medium",3,2,3,"0","1","0","1",4,"Medium",4,"1",3,"0",2,"0","Low","0","Low",4,"Medium",4,"0",3,2,"1","High",3,"Medium","1",5,"1",2,"High",4,"0","0","High",4,1,"1",4,"1",2,5,"1","1","1"
"0","Low","Medium",4,4,2,"1","1","1","1",5,"High",4,"0",4,"0",4,"0","High","1","Low",4,"Low",5,"0",3,3,"1","High",4,"High","1",5,"0",5,"Low",4,"0","1","Medium",4,1,"1",1,"1",2,4,"0","1","1"
"0","Medium","Medium",3,2,3,"0","1","0","1",4,"Low",4,"0",2,"0",4,"0","High","0","High",4,"Medium",4,"0",5,3,"1","High",4,"High","1",4,"0",1,"Medium",4,"0","0","High",5,3,"1",3,"0",2,4,"1","1","0"
"0","Low","High",1,5,1,"1","0","1","0",3,"High",3,"0",3,"0",5,"0","Medium","0","Medium",3,"Low",3,"1",3,3,"0","Medium",5,"High","0",3,"1",3,"High",1,"0","0","High",3,5,"1",1,"1",1,5,"0","1","1"
"0","Low","Medium",3,3,3,"0","1","0","0",3,"Medium",2,"1",2,"0",3,"0","Low","0","Medium",3,"High",3,"1",3,3,"0","Medium",3,"Medium","0",4,"0",3,"Low",4,"0","0","Medium",4,1,"1",2,"0",2,4,"0","0","1"
"0","Medium","Low",3,2,1,"0","1","0","1",5,"Low",5,"0",3,"1",5,"1","High","1","High",4,"Medium",3,"0",3,3,"0","High",5,"High","0",5,"0",5,"Low",4,"0","0","Low",5,1,"1",1,"1",1,5,"1","1","1"
"0","High","Medium",4,3,3,"0","1","0","0",3,"Low",4,"0",1,"0",5,"1","Low","0","Low",4,"Medium",3,"0",3,2,"1","High",3,"High","1",4,"0",4,"High",3,"0","0","High",3,2,"1",1,"1",1,4,"0","1","1"
"0","High","Low",4,3,4,"0","1","0","1",3,"High",4,"1",3,"0",3,"0","High","0","Low",2,"High",3,"1",2,4,"0","High",3,"Low","0",3,"0",3,"Low",3,"0","0","Medium",4,2,"0",3,"0",3,4,"0","1","0"
"1","Low","High",1,5,1,"1","0","1","0",2,"High",4,"0",3,"0",3,"0","Medium","0","Low",4,"Low",5,"0",5,2,"1","High",5,"Low","0",4,"0",1,"Medium",3,"0","0","Medium",2,3,"0",3,"0",1,3,"0","1","1"
"0","Medium","Medium",0,0,0,"0","0","0","0",5,"Medium",0,"0",0,"0",0,"0","Low","0","Low",4,"Low",0,"0",0,0,"0","Low",0,"High","0",0,"0",0,"Low",0,"0","0","Low",3,3,"0",0,"0",0,0,"0","0","0"
"0","Low","High",2,4,2,"0","0","1","0",3,"High",4,"1",2,"0",2,"0","Low","0","Low",4,"Low",4,"0",4,2,"1","High",4,"High","0",5,"0",4,"Low",4,"0","1","High",4,3,"1",2,"0",2,4,"0","1","0"
"0","Low","High",3,3,3,"0","1","0","0",4,"High",4,"0",3,"1",4,"1","High","0","Low",3,"Low",4,"1",5,3,"1","High",4,"High","0",3,"0",4,"Low",4,"0","0","High",3,3,"0",2,"0",2,4,"0","1","0"
"0","High","Low",4,1,3,"0","1","0","1",4,"High",5,"0",2,"0",3,"0","Medium","1","Low",3,"Medium",4,"0",3,3,"1","High",3,"Low","1",4,"0",1,"High",3,"1","0","High",4,3,"1",1,"1",1,3,"1","1","1"
"0","Low","High",3,4,3,"0","1","0","0",3,"Low",4,"0",3,"1",3,"0","Medium","0","Low",4,"Low",5,"0",5,2,"1","High",4,"High","0",5,"0",3,"Medium",4,"0","1","High",3,2,"0",2,"1",1,4,"0","0","1"
"0","Low","Medium",1,5,1,"1","0","1","1",1,"High",4,"0",4,"0",1,"0","Low","0","Low",2,"Low",3,"0",4,2,"0","High",4,"Medium","0",4,"0",5,"Low",3,"0","0","High",4,2,"1",1,"1",1,4,"1","0","1"
"0","Medium","High",4,4,2,"0","1","0","0",3,"Medium",4,"0",2,"0",2,"0","Low","0","Low",5,"Low",5,"0",5,1,"1","High",4,"High","0",4,"0",3,"Low",4,"0","0","High",4,1,"1",1,"1",1,4,"0","1","1"
"0","Low","Medium",3,4,2,"0","1","0","0",3,"High",4,"0",2,"0",1,"0","Low","0","High",3,"High",5,"0",4,3,"1","High",3,"High","0",4,"0",3,"Low",4,"0","1","Medium",3,2,"1",2,"1",3,3,"0","1","1"
"0","Medium","Medium",2,3,1,"0","1","0","1",3,"Low",3,"1",3,"0",2,"0","Low","0","Low",4,"Low",4,"0",3,2,"1","Low",3,"High","0",5,"0",3,"Low",4,"0","1","High",4,1,"0",1,"1",3,5,"0","0","0"
"0","Medium","Low",3,1,3,"0","1","0","0",4,"Medium",5,"0",3,"0",3,"0","High","0","Low",3,"High",3,"0",5,3,"1","Medium",3,"Medium","1",0,"0",1,"High",3,"0","0","Medium",1,2,"1",4,"1",1,4,"0","0","1"
"0","Medium","Medium",3,2,3,"0","0","1","1",2,"Medium",4,"0",2,"0",3,"0","Low","0","High",4,"Low",4,"0",4,2,"1","High",4,"High","0",5,"0",4,"Low",4,"0","1","Medium",3,2,"0",2,"1",2,4,"0","0","1"
"0","Medium","Medium",4,3,4,"0","1","0","1",5,"Medium",4,"1",4,"0",3,"0","High","0","Low",3,"Low",3,"1",4,2,"0","High",4,"High","0",5,"0",3,"Low",4,"0","1","High",4,2,"0",4,"0",3,4,"0","0","0"
"0","High","Low",4,1,3,"0","1","0","1",5,"Low",5,"0",4,"1",2,"0","High","1","High",4,"High",2,"1",4,4,"0","High",3,"High","1",3,"0",4,"High",4,"1","0","High",4,2,"1",1,"0",3,4,"0","1","1"
"1","Low","High",1,4,1,"0","0","1","0",5,"High",4,"1",2,"0",2,"0","Low","0","Low",4,"Low",5,"1",4,2,"0","High",4,"Medium","1",4,"0",2,"High",4,"0","0","High",5,1,"1",1,"1",1,5,"1","1","1"
"0","Low","High",1,5,1,"1","1","1","0",2,"High",2,"1",1,"0",1,"0","Low","0","Low",5,"Low",5,"0",5,1,"1","High",5,"High","0",5,"0",5,"Low",5,"0","1","High",5,2,"1",2,"1",1,5,"1","1","1"
"1","Low","High",5,5,1,"1","0","1","0",3,"Low",5,"1",5,"1",2,"1","High","0","Medium",4,"High",2,"0",4,4,"1","Medium",3,"High","0",5,"0",5,"Low",5,"0","1","High",5,2,"1",2,"1",1,5,"1","1","1"
"0","Low","Medium",4,3,2,"0","0","0","1",5,"High",5,"0",5,"1",5,"1","Medium","1","Medium",4,"Low",2,"0",5,2,"1","High",5,"Medium","0",4,"0",1,"Low",2,"0","0","Medium",5,1,"1",1,"1",1,5,"1","1","1"
"0","High","High",5,1,4,"0","1","0","1",2,"High",2,"1",2,"0",2,"0","Low","0","Low",2,"Low",4,"0",3,4,"0","High",5,"High","0",3,"0",5,"Low",4,"0","1","High",5,1,"0",1,"1",2,5,"0","1","1"
"1","Low","High",2,4,2,"1","0","1","0",3,"High",3,"0",2,"0",2,"0","Low","0","Low",3,"Medium",4,"0",3,2,"0","Low",4,"Medium","0",4,"0",2,"Low",3,"1","0","High",3,3,"0",3,"0",3,4,"0","1","1"
"0","Low","Low",4,4,4,"0","1","0","1",4,"High",2,"0",4,"1",3,"0","High","1","Medium",2,"Low",3,"0",5,4,"1","High",5,"High","0",5,"0",2,"Low",1,"0","0","Medium",1,1,"1",1,"0",1,2,"0","1","1"
"0","High","Medium",5,3,4,"0","1","1","1",2,"High",4,"1",3,"0",5,"0","Low","0","High",5,"Low",5,"0",4,1,"1","High",5,"Medium","1",4,"1",2,"High",5,"1","0","High",4,2,"1",1,"1",1,5,"0","1","1"
"1","Medium","Medium",3,2,1,"0","1","1","0",2,"High",2,"1",1,"0",1,"0","Medium","0","High",3,"Medium",2,"1",2,3,"1","Low",5,"Medium","1",4,"0",2,"High",3,"0","0","High",4,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",2,5,1,"1","0","1","1",2,"Low",5,"0",1,"0",4,"1","Low","0","Low",5,"High",4,"0",2,2,"0","Low",2,"Low","1",5,"0",5,"High",4,"0","0","Low",5,1,"1",1,"1",1,2,"1","1","1"
"1","Low","High",3,3,3,"0","1","0","1",5,"High",5,"0",4,"1",4,"1","High","0","Low",5,"Low",4,"0",5,2,"1","High",3,"High","0",5,"0",4,"Low",4,"0","1","Medium",4,2,"1",2,"0",1,3,"0","1","1"
"0","High","Medium",4,3,2,"0","1","0","1",5,"Low",5,"0",4,"1",5,"0","High","1","Low",3,"High",5,"0",1,1,"1","High",4,"Medium","0",4,"1",1,"High",4,"0","1","High",3,5,"0",2,"0",3,3,"0","1","1"
"0","Medium","High",4,4,5,"0","0","0","1",5,"High",5,"0",4,"1",3,"1","Low","0","Low",2,"High",5,"0",5,4,"0","High",4,"Medium","0",4,"1",3,"High",3,"1","1","High",1,1,"1",1,"1",1,3,"0","0","0"
"0","Medium","Low",1,3,3,"0","0","0","0",3,"Medium",3,"0",1,"0",1,"0","Low","0","High",2,"Medium",3,"0",3,2,"0","Medium",3,"Low","0",5,"0",3,"Low",3,"0","0","Medium",5,1,"1",1,"1",1,3,"0","0","1"
"0","Low","High",2,4,2,"0","0","0","0",4,"Medium",5,"0",1,"1",4,"1","High","1","Low",5,"Medium",5,"0",5,2,"0","High",3,"High","1",5,"1",2,"High",2,"0","1","High",5,1,"1",2,"1",1,5,"1","1","1"
"0","Low","High",2,4,2,"1","0","1","0",2,"High",4,"0",2,"0",2,"0","Low","0","Low",4,"Low",4,"0",3,2,"1","High",4,"High","0",5,"0",3,"Low",5,"0","1","High",3,1,"1",1,"1",1,4,"0","1","1"
"0","High","Medium",4,4,3,"0","1","0","0",4,"High",4,"1",2,"0",4,"0","High","0","Low",3,"Low",4,"1",4,3,"1","High",4,"High","0",4,"0",2,"Low",4,"0","0","High",4,2,"1",2,"1",1,4,"0","1","1"
"0","High","High",2,3,1,"1","0","0","0",3,"Medium",4,"1",2,"0",1,"0","Low","0","High",5,"Low",5,"0",5,1,"1","High",5,"High","0",5,"0",5,"Low",5,"0","1","Medium",5,1,"1",1,"1",1,5,"1","1","1"
"1","Low","High",3,5,1,"0","1","0","0",3,"Medium",3,"0",3,"0",2,"0","High","0","Medium",4,"Medium",4,"0",4,3,"1","High",3,"Low","0",4,"0",1,"High",4,"1","0","Medium",5,4,"1",4,"1",2,4,"1","0","1"
"0","Medium","Low",4,1,1,"0","1","1","1",3,"Medium",5,"0",2,"0",2,"0","Low","1","Low",5,"Medium",5,"0",3,1,"1","Medium",3,"High","1",5,"0",3,"High",5,"0","1","Medium",3,1,"1",1,"1",1,4,"0","1","1"
"0","Medium","High",2,3,3,"1","1","1","1",1,"High",2,"1",2,"0",2,"0","Low","0","Low",5,"Low",5,"0",5,2,"1","High",4,"High","0",2,"0",4,"Medium",3,"0","1","High",4,1,"1",1,"1",2,5,"1","1","1"
"0","Medium","Medium",4,2,3,"0","0","0","1",2,"Medium",4,"0",2,"0",3,"0","High","0","Low",3,"Low",4,"0",3,3,"0","High",3,"High","0",4,"0",1,"Low",4,"1","0","High",5,2,"1",2,"0",2,4,"1","1","1"
"0","High","High",2,4,4,"0","1","1","1",1,"High",1,"1",5,"0",1,"0","High","0","High",2,"High",1,"1",2,2,"0","Low",3,"Low","1",2,"0",3,"High",2,"0","0","High",2,5,"0",5,"1",1,4,"0","0","1"
"1","Low","Medium",2,4,1,"1","0","1","0",4,"Medium",4,"1",2,"0",4,"1","High","1","Low",5,"Medium",5,"0",2,2,"1","High",5,"Medium","1",4,"0",2,"High",3,"0","0","High",5,1,"1",2,"1",2,5,"1","1","1"
"0","High","High",2,4,2,"1","0","1","0",2,"High",1,"0",3,"0",3,"0","Medium","0","Low",5,"Low",5,"0",3,2,"1","High",4,"High","0",5,"0",4,"Medium",4,"0","1","High",4,1,"1",2,"1",1,5,"0","1","1"
"1","Low","High",2,4,2,"1","0","1","0",3,"High",4,"0",4,"1",4,"0","Low","0","Low",4,"High",4,"0",5,1,"1","High",4,"High","0",4,"1",3,"High",3,"0","1","High",4,3,"1",3,"1",2,2,"0","1","1"
"1","Low","High",2,5,2,"1","0","1","0",2,"High",3,"0",2,"0",2,"0","Low","0","Medium",4,"Medium",4,"0",4,2,"1","High",5,"High","1",4,"0",3,"High",4,"0","1","High",4,1,"1",1,"1",2,4,"0","1","1"
"0","High","Low",5,1,5,"0","1","0","1",1,"High",5,"1",1,"0",1,"0","Low","0","High",1,"Low",2,"1",2,5,"1","Low",1,"Medium","1",5,"0",3,"Low",5,"0","0","High",4,2,"1",3,"0",3,5,"0","1","0"
"0","Low","Low",4,2,1,"0","1","0","1",4,"Low",4,"0",2,"0",5,"1","Low","1","Low",4,"High",5,"0",4,2,"1","High",2,"High","0",2,"1",1,"Low",4,"0","0","High",5,1,"1",1,"1",2,5,"1","1","1"
"0","Low","Medium",2,3,2,"0","0","0","0",2,"High",2,"0",2,"0",2,"0","Low","0","Low",3,"Low",5,"0",4,2,"1","High",4,"Low","0",4,"0",1,"Low",3,"0","0","High",4,1,"1",2,"1",2,4,"1","1","0"
"0","High","Medium",5,3,3,"0","1","0","1",2,"Medium",3,"1",3,"0",1,"0","Low","0","High",4,"Low",3,"0",2,2,"0","Medium",3,"High","0",3,"0",1,"Low",4,"0","0","Low",3,2,"0",2,"1",2,5,"1","1","0"
"0","High","High",4,3,4,"0","0","0","1",2,"High",4,"1",5,"0",3,"0","Low","0","Low",4,"Low",3,"1",5,2,"1","High",3,"High","0",4,"0",4,"Low",2,"0","1","Medium",3,4,"0",5,"0",1,2,"0","1","1"
"0","High","Low",5,1,1,"0","0","1","1",2,"High",5,"0",4,"1",4,"1","High","1","Medium",5,"High",5,"0",4,1,"1","High",2,"Low","1",5,"1",2,"High",1,"1","0","High",4,2,"1",1,"1",1,5,"1","1","1"
"0","High","High",3,1,2,"0","1","0","1",5,"Low",5,"0",5,"1",4,"0","High","0","High",2,"High",3,"1",5,3,"0","High",5,"High","0",5,"0",1,"Low",5,"0","0","High",3,1,"1",2,"1",2,5,"0","1","1"
"1","Low","Low",2,5,2,"1","1","0","0",5,"High",4,"1",2,"0",3,"0","Low","0","Low",5,"Low",4,"0",4,2,"1","High",4,"High","0",4,"0",2,"High",2,"0","0","Medium",2,3,"1",2,"0",2,4,"0","1","1"
"1","Low","High",2,5,2,"1","1","1","0",3,"High",3,"0",3,"0",3,"0","Medium","0","Medium",4,"Low",4,"0",4,3,"0","High",3,"Medium","1",4,"0",3,"High",3,"0","1","Medium",4,1,"1",1,"1",1,3,"1","0","1"
"0","Low","Low",3,4,3,"0","1","0","0",4,"Low",4,"0",4,"0",3,"0","Medium","0","Low",4,"Low",4,"0",5,2,"0","High",3,"Medium","0",4,"0",2,"Low",4,"0","0","High",2,4,"0",5,"0",3,2,"0","1","0"
"0","Low","Medium",2,2,2,"0","0","0","1",5,"Medium",5,"0",2,"1",5,"1","High","0","Low",2,"Low",3,"0",5,2,"1","High",3,"Medium","0",5,"0",2,"Low",4,"0","1","High",3,4,"0",4,"1",3,4,"0","1","0"
"1","Low","High",1,5,2,"1","0","1","0",3,"High",4,"1",4,"0",4,"0","Medium","0","Low",5,"Low",5,"0",5,1,"1","High",5,"Medium","1",2,"1",2,"High",2,"1","1","Medium",4,1,"1",1,"1",2,4,"0","1","1"
"0","Medium","High",4,3,4,"0","1","1","1",4,"Low",3,"0",2,"0",1,"0","High","0","High",1,"Low",3,"1",4,5,"1","Medium",4,"High","1",5,"0",5,"High",5,"0","0","High",3,2,"1",3,"1",3,3,"0","1","1"
"0","Low","High",5,5,1,"0","1","0","1",1,"High",5,"0",1,"0",5,"1","Low","1","High",1,"High",1,"1",1,5,"0","Low",1,"High","1",5,"1",1,"High",5,"0","1","High",5,1,"1",1,"1",1,5,"1","1","1"
"0","Medium","Low",4,2,2,"0","1","0","1",4,"High",5,"0",3,"0",3,"0","Low","0","Medium",3,"High",3,"0",3,3,"0","Medium",3,"High","0",4,"1",1,"Medium",4,"0","1","High",2,3,"1",3,"1",4,3,"0","1","0"
"1","Medium","Medium",3,3,3,"0","0","1","1",5,"Medium",4,"0",5,"1",5,"1","High","0","Medium",3,"High",5,"0",4,3,"0","Medium",2,"Medium","1",4,"0",4,"High",4,"0","0","Medium",3,1,"1",3,"1",2,5,"0","1","1"
"1","High","High",4,3,2,"0","1","0","1",2,"High",3,"0",1,"0",1,"0","Low","0","Low",3,"Medium",5,"0",4,2,"1","High",4,"Medium","1",4,"0",2,"Medium",3,"0","0","Low",4,1,"0",2,"1",2,4,"0","0","1"
"1","Medium","Low",2,2,1,"0","0","1","1",5,"Low",4,"0",4,"1",2,"1","Low","1","Low",4,"Medium",5,"0",5,2,"1","High",3,"Low","1",5,"1",2,"High",2,"0","0","High",4,1,"1",1,"1",1,4,"1","1","1"
